"title","year","length","budget","rating","votes","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Pretty Women",1944,10,NA,7.4,7,NA,0,0,0,0,0,0,1
"Pretty in Pink",1986,96,NA,6.3,6031,NA,0,0,1,1,0,1,0
"Prettykill",1987,94,NA,2.3,25,NA,0,0,0,1,0,0,0
"Preventive Warriors",2004,56,50000,9,12,NA,0,0,0,0,1,0,0
"Preview Murder Mystery",1936,60,NA,5.8,6,NA,0,0,0,0,0,0,0
"Prevrashcheniye",2002,80,NA,5.6,21,NA,0,0,0,1,0,0,0
"Prey",1978,85,NA,4.3,92,NA,0,0,0,0,0,0,0
"Prey",1995,26,NA,7.2,12,NA,0,0,0,0,0,0,1
"Prey for Rock & Roll",2003,104,NA,6.2,429,"R",0,0,0,1,0,0,0
"Prey of the Chameleon",1992,91,NA,4.6,81,NA,1,0,0,0,0,0,0
"Prey of the Jaguar",1996,96,NA,3.8,28,"R",1,0,0,0,0,0,0
"Prey, The",1984,80,NA,3.2,53,NA,0,0,0,0,0,0,0
"Prezimiti u Riu",2002,90,NA,7.1,8,NA,0,0,0,0,0,0,0
"Prezzo del potere, Il",1969,90,NA,6.1,21,NA,0,0,0,0,0,0,0
"Price Above Rubies, A",1998,117,NA,6.6,780,"R",0,0,0,1,0,0,0
"Price for Peace",2002,88,NA,8.1,39,NA,0,0,0,0,1,0,0
"Price of Air, The",2000,88,NA,1.9,28,NA,0,0,0,1,0,0,0
"Price of Desire, The",1997,102,NA,4.6,44,"R",0,0,0,1,0,0,0
"Price of Fear, The",1956,79,NA,6,17,NA,0,0,0,1,0,0,0
"Price of Glory",2000,118,10000000,6.2,265,"PG-13",0,0,0,1,0,0,0
"Price of Kissing, The",1997,93,NA,4.4,95,"PG-13",0,0,0,1,0,1,0
"Price of Milk, The",2000,87,NA,6.4,451,"PG-13",0,0,0,0,0,1,0
"Price of the American Dream, The",2001,97,NA,2.1,15,NA,0,0,0,0,0,0,0
"Prick Up Your Ears",1987,111,NA,7.2,827,NA,0,0,1,1,0,0,0
"Pride and Prejudice",1940,117,NA,7.5,1321,NA,0,0,1,1,0,0,0
"Pride and Prejudice",2003,104,NA,5.8,232,"PG",0,0,1,0,0,1,0
"Pride and the Passion, The",1957,133,NA,5.3,331,NA,1,0,0,1,0,1,0
"Pride of Ireland",2000,60,NA,1,5,NA,0,0,0,0,0,0,0
"Pride of St. Louis, The",1952,93,NA,6.3,119,NA,0,0,0,1,0,0,0
"Pride of the Blue Grass",1954,71,NA,6.9,9,NA,0,0,0,1,0,0,0
"Pride of the Bowery",1941,61,NA,5.7,78,NA,0,0,1,1,0,0,0
"Pride of the Clan, The",1917,84,NA,7,7,NA,0,0,0,1,0,1,0
"Pride of the Marines",1945,119,NA,7.5,175,NA,0,0,0,1,0,0,0
"Pride of the West",1938,56,NA,6.6,21,NA,0,0,0,0,0,0,0
"Pride of the Yankees, The",1942,128,NA,7.6,1741,NA,0,0,0,1,0,0,0
"Priest",1994,98,NA,7.2,2813,"R",0,0,0,1,0,0,0
"Priest of Love",1981,125,NA,6.1,35,NA,0,0,0,1,0,0,0
"Prigione di donne",1974,90,NA,5.9,11,NA,0,0,0,1,0,0,0
"Prigioniere dell'isola del diavolo, Le",1962,86,NA,3.7,11,NA,1,0,0,1,0,0,0
"Prigioniero della montagna",1955,101,NA,3.9,8,NA,0,0,0,1,0,0,0
"Prikhodite zavtra",1963,98,NA,7.7,20,NA,0,0,1,0,0,0,0
"Priklyucheniya Buratino",1960,67,NA,8.6,12,NA,0,1,0,0,0,0,0
"Priklyucheniya zhyoltogo chemodanchika",1970,79,NA,6.3,16,NA,0,0,1,0,0,0,0
"Prima Veras saga om Olav den hellige",1983,98,NA,5.1,17,NA,0,0,1,0,0,0,0
"Prima comunione",1950,84,NA,8.4,10,NA,0,0,1,0,0,0,0
"Prima dammi un bacio",2003,93,NA,6,18,NA,0,0,1,0,0,0,0
"Prima del tramonto",1999,95,NA,5.7,22,NA,0,0,0,1,0,0,0
"Prima della rivoluzione",1964,105,NA,7,170,NA,0,0,0,1,0,0,0
"Prima la musica... poi le parole",2000,100,NA,3,12,NA,0,0,0,1,0,0,0
"Prima notte di quiete, La",1972,105,NA,6.8,134,NA,0,0,0,1,0,0,0
"Prima volta sull'erba, La",1974,94,NA,5,5,NA,0,0,0,1,0,1,0
"Primal Fear",1996,129,30000000,7.5,12467,"R",0,0,0,1,0,0,0
"Primal Rage",1988,91,NA,3.8,26,NA,0,0,0,0,0,0,0
"Primary",1960,60,NA,7.1,74,NA,0,0,0,0,1,0,0
"Primary Colors",1998,143,65000000,6.8,7756,"R",0,0,1,1,0,0,0
"Primary Motive",1992,63,NA,4.8,16,NA,0,0,0,0,0,0,0
"Primary Suspect",2000,91,NA,4.9,125,NA,1,0,0,0,0,0,0
"Primary Target",1989,85,NA,3.7,7,NA,1,0,0,1,0,0,0
"Primate",1974,105,NA,7.5,12,NA,0,0,0,0,1,0,0
"Prime Cut",1972,88,NA,6.4,307,NA,1,0,0,1,0,0,0
"Prime Gig, The",2000,98,NA,6.4,538,"R",0,0,0,1,0,0,0
"Prime Minister, The",1941,94,NA,5.5,38,NA,0,0,0,1,0,0,0
"Prime Risk",1984,98,NA,4.9,50,NA,0,0,0,1,0,0,0
"Prime Suspect",1989,89,NA,3.6,38,NA,0,0,0,0,0,0,0
"Prime Suspects",1997,93,550000,1.5,10,NA,0,0,0,0,0,0,0
"Prime Time",1997,16,NA,7.9,7,NA,0,0,0,0,0,0,1
"Prime Time, The",1960,76,150000,1.5,10,NA,0,0,0,1,0,0,0
"Prime luci dell'alba",2000,86,NA,7.1,13,NA,0,0,0,1,0,0,0
"Prime of Miss Jean Brodie, The",1969,116,NA,7.6,1323,NA,0,0,0,1,0,0,0
"Primeiro Dia, O",1998,75,NA,7.6,202,NA,0,0,0,1,0,0,0
"Primer",2004,77,7000,6.4,1466,"PG-13",0,0,0,1,0,0,0
"Primera carga al machete, La",1969,84,NA,7.8,6,NA,0,0,0,0,0,0,0
"Primera noche de mi vida, La",1998,82,NA,7.3,131,NA,0,0,1,0,0,0,0
"Primera noche, La",2003,94,NA,7.4,27,NA,0,0,0,1,0,0,0
"Primera vez, La",2001,12,NA,6.4,12,NA,0,0,1,0,0,0,1
"Primetime Murder",2000,85,NA,6.7,11,NA,0,0,0,0,0,0,0
"Primiti Too Taa",1988,6,NA,8,14,NA,0,1,0,0,1,0,1
"Primitif",1978,87,NA,5,24,NA,0,0,0,1,0,0,0
"Primitive Lover, The",1922,68,NA,7.3,9,NA,0,0,1,0,0,1,0
"Primitive Pitcairn",1935,10,NA,6.6,6,NA,0,0,0,0,1,0,1
"Primitive Pluto",1950,6,NA,6.6,9,NA,0,1,1,0,0,0,1
"Primo Baby",1988,107,NA,6.4,11,NA,0,0,0,1,0,0,0
"Primo amore",1978,110,NA,5.8,16,NA,0,0,0,1,0,0,0
"Primo amore",2004,94,NA,6.4,94,NA,0,0,0,1,0,0,0
"Primrose Path",1940,93,NA,6.6,118,NA,0,0,0,1,0,0,0
"Princ Bajaja",1971,73,NA,4.9,16,NA,0,0,0,0,0,0,0
"Princ a Vecernice",1979,86,NA,6.6,33,NA,0,0,0,0,0,1,0
"Prince",1991,75,NA,5.3,10,NA,0,0,0,0,0,0,0
"Prince & Me, The",2004,111,NA,5.6,2412,"PG",0,0,1,0,0,1,0
"Prince Jack",1984,100,NA,3.8,5,NA,0,0,0,1,0,0,0
"Prince Solitaire",2003,18,NA,6.6,13,NA,0,0,1,0,0,0,1
"Prince Valiant",1954,100,NA,5.9,300,NA,0,0,0,0,0,0,0
"Prince Valiant",1997,97,NA,4.8,400,"PG-13",0,0,0,0,0,0,0
"Prince Violent",1961,7,NA,7,34,NA,0,1,1,0,0,0,1
"Prince Who Was a Thief, The",1951,88,1000000,5.8,95,NA,0,0,0,0,0,0,0
"Prince and the Pauper, The",1937,118,NA,7.4,264,NA,0,0,0,1,0,0,0
"Prince and the Pauper, The",1990,24,NA,6.7,122,NA,0,1,1,0,0,0,1
"Prince and the Showgirl, The",1957,115,NA,6,580,NA,0,0,1,0,0,1,0
"Prince and the Surfer, The",1999,89,NA,4.2,39,"PG",0,0,1,0,0,1,0
"Prince du Pacifique, Le",2000,90,NA,5.1,122,NA,0,0,1,0,0,0,0
"Prince of Central Park",2000,109,NA,4.9,145,"PG-13",1,0,0,1,0,0,0
"Prince of Darkness",1987,102,3000000,6.1,2817,NA,0,0,0,0,0,0,0
"Prince of Egypt, The",1998,99,60000000,6.9,9212,"PG",0,1,0,1,0,0,0
"Prince of Foxes",1949,107,NA,6.6,147,NA,0,0,0,1,0,0,0
"Prince of Jutland",1994,89,NA,5.3,262,"R",0,0,0,1,0,0,0
"Prince of Light, The",2000,97,NA,7.2,15,NA,1,1,0,1,0,0,0
"Prince of Pennsylvania, The",1988,87,NA,5.1,191,NA,0,0,1,1,0,0,0
"Prince of Pirates",1953,80,NA,4.5,8,NA,0,0,0,0,0,0,0
"Prince of Players",1955,102,NA,6.5,38,NA,0,0,0,1,0,0,0
"Prince of Thieves, The",1948,72,NA,5.2,6,NA,0,0,0,1,0,0,0
"Prince of Tides, The",1991,132,30000000,6.3,3095,NA,0,0,0,1,0,1,0
"Prince of the City",1981,167,NA,7.3,581,NA,0,0,0,1,0,0,0
"Prince's Trust Rock Gala, The",1982,90,NA,8.1,11,NA,0,0,0,0,1,0,0
"Princes in Exile",1990,103,NA,6.8,51,NA,0,0,0,1,0,0,0
"Princes, Les",1983,100,NA,7.3,9,NA,0,0,0,0,0,0,0
"Princesa",2001,94,NA,6.7,103,NA,0,0,0,1,0,0,0
"Princess",1969,90,NA,6.2,9,NA,0,0,0,0,0,1,0
"Princess Academy, The",1987,90,NA,3.2,54,NA,0,0,1,0,0,0,0
"Princess Bride, The",1987,98,16000000,8.2,53946,NA,0,0,1,0,0,1,0
"Princess Caraboo",1994,97,NA,5.9,821,NA,0,0,1,1,0,0,0
"Princess Charming",1934,78,NA,6.2,9,NA,0,0,1,1,0,1,0
"Princess Comes Across, The",1936,76,NA,6.5,67,NA,0,0,1,0,0,1,0
"Princess Diaries 2: Royal Engagement, The",2004,115,40000000,5.3,2605,NA,0,0,1,0,0,1,0
"Princess Diaries, The",2001,114,37000000,6,6892,NA,0,0,1,0,0,0,0
"Princess Nicotine; or, The Smoke Fairy",1909,5,NA,7.2,60,NA,0,0,1,0,0,0,1
"Princess O'Rourke",1943,94,NA,6.3,87,NA,0,0,1,0,0,1,0
"Princess Rajah Dance",1904,1,NA,3.9,6,NA,0,0,0,0,0,0,1
"Princess and the Call Girl, The",1984,91,NA,4,18,NA,0,0,0,1,0,0,0
"Princess and the Goblin, The",1993,82,NA,5.9,72,NA,0,1,0,0,0,0,0
"Princess and the Pirate, The",1944,94,2000000,6.7,228,NA,0,0,1,0,0,0,0
"Princess of the Night",1990,85,NA,4.1,8,NA,0,0,0,0,0,0,0
"Princess of the Nile",1954,71,NA,5.2,31,NA,0,0,0,0,0,0,0
"Princesse Tam Tam",1935,77,NA,6.5,52,NA,0,0,1,1,0,0,0
"Princesses",2000,100,NA,4.6,25,NA,0,0,0,1,0,0,0
"Princezna se zlatou hvezdou",1959,70,NA,7.7,26,NA,0,0,0,0,0,1,0
"Princezna ze mlejna",1994,99,NA,5.6,19,NA,0,0,1,0,0,0,0
"Principal Don",1997,10,NA,2.7,15,NA,0,0,0,0,0,0,1
"Principal, The",1987,109,NA,5.7,1331,NA,0,0,0,1,0,0,0
"Principe di Homburg, Il",1997,81,NA,4.7,35,NA,0,0,0,1,0,0,0
"Principessa nuda, La",1976,94,NA,6,6,NA,0,0,0,0,0,0,0
"Principio y fin",1993,170,NA,7.4,92,NA,0,0,0,1,0,0,0
"Principles of Karma, The",1996,20,NA,6.3,6,NA,0,0,0,0,0,0,1
"Principles of Lust, The",2003,108,NA,4,106,NA,0,0,0,1,0,0,0
"Prinsessa Ruusunen",1949,99,NA,6,24,NA,0,0,0,0,0,0,0
"Printemps, l'automne et l'amour, Le",1955,95,NA,4.1,7,NA,0,0,1,1,0,0,0
"Printer's Devils",1982,90,NA,7.4,5,NA,0,0,0,0,0,0,0
"Printsessa na goroshine",1976,89,NA,6.1,10,NA,0,0,0,0,0,0,0
"Pripyat",1999,100,NA,7.6,17,NA,0,0,0,0,1,0,0
"Prisioneiro da Grade de Ferro, O",2004,123,NA,7.6,40,NA,0,0,0,0,1,0,0
"Prisioneiro do Sexo, O",1978,90,NA,5.2,9,NA,0,0,0,1,0,0,0
"Prison",1988,102,4000000,5.5,316,NA,0,0,0,1,0,0,0
"Prison Break",1938,72,NA,6.3,17,NA,0,0,0,1,0,0,0
"Prison Heat",1993,91,NA,2.8,105,NA,0,0,0,1,0,0,0
"Prison Planet",1992,90,NA,2.2,16,NA,1,0,0,0,0,0,0
"Prison Ship",1984,86,NA,3.1,50,NA,1,0,1,0,0,0,0
"Prison Train",1938,64,NA,6.6,16,NA,0,0,0,1,0,0,0
"Prison sans barreaux",1938,98,NA,8.4,6,NA,0,0,0,1,0,0,0
"Prisoner of Love",1999,93,NA,3.2,89,"R",0,0,0,0,0,0,0
"Prisoner of Paradise",1980,82,NA,5.6,8,NA,0,0,0,0,0,0,0
"Prisoner of Paradise",2002,96,NA,7.2,72,NA,0,0,0,0,1,0,0
"Prisoner of Rio",1988,104,NA,7.2,9,NA,0,0,0,0,0,0,0
"Prisoner of Second Avenue, The",1975,98,NA,6.3,391,NA,0,0,1,1,0,0,0
"Prisoner of Shark Island, The",1936,96,NA,7.1,147,NA,0,0,0,1,0,0,0
"Prisoner of St. Petersburg, The",1989,78,NA,5,13,NA,0,0,0,1,0,0,0
"Prisoner of War",1954,81,NA,3.3,37,NA,0,0,0,0,0,0,0
"Prisoner of Zenda, The",1922,125,323062,7.4,58,NA,0,0,0,0,0,0,0
"Prisoner of Zenda, The",1937,101,NA,7.7,615,NA,0,0,0,1,0,1,0
"Prisoner of Zenda, The",1952,96,NA,6.9,422,NA,0,0,0,0,0,0,0
"Prisoner of Zenda, The",1979,108,12500000,4.3,172,NA,0,0,1,0,0,0,0
"Prisoner, The",1955,91,NA,7.2,94,NA,0,0,0,1,0,0,0
"Prisoners of Inertia",1989,92,NA,6.1,21,NA,0,0,1,1,0,0,0
"Prisoners of the Casbah",1953,78,NA,4.3,5,NA,0,0,0,0,0,0,0
"Prisoners of the Sun",1990,108,NA,6.7,174,NA,0,0,0,1,0,0,0
"Pritza Hagdola, Ha-",1970,90,NA,4.5,14,NA,0,0,0,1,0,0,0
"Privarzaniyat balon",1967,98,NA,9.1,9,NA,0,0,0,1,0,0,0
"Private Affairs of Bel Ami, The",1947,112,NA,7,59,NA,0,0,0,1,0,0,0
"Private Afternoons of Pamela Mann, The",1975,83,NA,5.3,37,NA,0,0,0,0,0,0,0
"Private Angelo",1949,106,NA,6.9,10,NA,0,0,1,0,0,0,0
"Private Benjamin",1980,109,NA,6,3936,NA,0,0,1,0,0,0,0
"Private Buckaroo",1942,68,NA,4.5,49,NA,0,0,1,0,0,1,0
"Private Conversations",1986,82,NA,5.7,18,NA,0,0,0,0,1,0,0
"Private Detective",1939,55,NA,6.1,11,NA,0,0,1,0,0,0,0
"Private Detective 62",1933,67,260000,6.6,21,NA,0,0,0,1,0,0,0
"Private Detective: Two Plus Two Plus One",1997,130,200000,3.8,8,NA,0,0,0,0,0,0,0
"Private Dicks: Men Exposed",1999,56,NA,3.6,17,NA,0,0,0,0,1,0,0
"Private Duty Nurses",1972,80,NA,2.6,9,NA,0,0,0,0,0,0,0
"Private Eye Popeye",1954,7,NA,5.6,18,NA,0,1,1,0,0,0,1
"Private Eyes",1953,64,NA,6.7,30,NA,0,0,1,0,0,0,0
"Private Eyes, The",1981,91,NA,6.1,421,NA,0,0,1,0,0,0,0
"Private Fantasies V",1985,74,NA,8.7,7,NA,0,0,0,0,0,0,0
"Private Files of J. Edgar Hoover, The",1977,112,NA,6.3,60,NA,0,0,0,1,0,0,0
"Private Function, A",1984,93,NA,6.2,424,NA,0,0,1,0,0,0,0
"Private Hell 36",1954,81,NA,6.5,88,NA,0,0,0,1,0,0,0
"Private Lessons",1934,22,NA,6.8,13,NA,0,0,0,0,0,1,1
"Private Lessons",1981,87,2800000,4.4,306,NA,0,0,1,0,0,0,0
"Private Lessons II",1993,85,NA,2.1,19,NA,0,0,0,1,0,0,0
"Private Lessons: Another Story",1994,86,NA,3.4,45,NA,0,0,0,0,0,0,0
"Private Life of Don Juan, The",1934,89,NA,5.8,31,NA,0,0,1,1,0,1,0
"Private Life of Henry VIII., The",1933,97,NA,7.5,285,NA,0,0,0,1,0,0,0
"Private Life of Sherlock Holmes, The",1970,125,10000000,7.3,957,NA,0,0,1,1,0,0,0
"Private Life of a Cat, The",1944,22,NA,7.8,21,NA,0,0,0,0,1,0,1
"Private Lives",1931,84,NA,6.8,134,NA,0,0,1,1,0,0,0
"Private Lives of Adam and Eve, The",1960,86,NA,2.6,17,NA,0,0,1,0,0,0,0
"Private Lives of Elizabeth and Essex, The",1939,106,NA,7,602,NA,0,0,0,1,0,1,0
"Private Navy of Sgt. O'Farrell, The",1968,92,NA,5.1,130,NA,0,0,1,0,0,0,0
"Private Number",1936,80,NA,7.2,35,NA,0,0,0,1,0,0,0
"Private Obsession",1995,103,NA,5.6,105,"R",0,0,0,0,0,0,0
"Private Parts",1972,87,NA,6.3,83,NA,0,0,1,0,0,0,0
"Private Parts",1997,109,20000000,6.6,9289,"R",0,0,1,1,0,0,0
"Private Pluto",1943,7,NA,6.8,42,NA,0,1,1,0,0,0,1
"Private Potter",1962,89,NA,5.2,32,NA,0,0,0,1,0,0,0
"Private Property",1960,79,NA,4.8,10,NA,0,0,0,1,0,0,0
"Private Property",2002,120,NA,4.4,6,NA,0,0,0,0,0,0,0
"Private Public, The",2000,90,NA,4.2,18,"R",0,0,0,0,0,0,0
"Private Resort",1985,82,NA,4,517,NA,0,0,1,0,0,0,0
"Private Road",1971,89,NA,9.4,7,NA,0,0,0,1,0,0,0
"Private School",1983,97,NA,3.9,638,NA,0,0,1,0,0,1,0
"Private Snafu Vs. Malaria Mike",1944,3,NA,6.8,10,NA,0,1,0,0,0,0,1
"Private Teacher",1983,85,NA,6.4,48,NA,0,0,0,0,0,0,0
"Private War",1990,95,NA,2.3,25,NA,0,0,0,0,0,0,0
"Private War of Major Benson, The",1955,105,NA,5.9,176,NA,0,0,1,0,0,0,0
"Private Wars",1993,88,NA,2.3,21,NA,1,0,0,0,0,0,0
"Private Worlds",1935,84,NA,6.2,22,NA,0,0,0,1,0,0,0
"Private's Affair, A",1959,93,NA,4.9,19,NA,0,0,1,0,0,0,0
"Private's Progress",1956,97,NA,6.3,122,NA,0,0,1,0,0,0,0
"Privates on Parade",1982,107,NA,4.7,199,NA,0,0,1,1,0,0,0
"Privilege",1967,103,NA,6.9,91,NA,0,0,0,0,0,0,0
"Privilege",1990,100,NA,6.3,12,NA,0,0,0,0,0,0,0
"Privileged",1982,96,NA,5.8,26,NA,0,0,1,1,0,0,0
"Prix du danger, Le",1983,100,NA,6.7,98,NA,1,0,0,1,0,0,0
"Priyatel pokoynika",1997,100,NA,7.2,142,"R",0,0,1,1,0,0,0
"Priyatelite na Emiliya",1996,90,NA,6.3,9,NA,0,0,0,1,0,0,0
"Prize Fighter, The",1979,99,NA,4.3,64,NA,0,0,1,0,0,0,0
"Prize Pest, The",1951,7,NA,6.9,21,NA,0,1,1,0,0,0,1
"Prize of Gold, A",1955,98,NA,5.6,15,NA,0,0,0,1,0,0,0
"Prize, The",1963,129,NA,6.5,574,NA,0,0,1,1,0,0,0
"Prizefighter and the Lady, The",1933,102,NA,6.3,81,NA,0,0,1,0,0,1,0
"Prizzi's Honor",1985,130,NA,6.9,4421,NA,0,0,1,1,0,1,0
"Pro Football",1934,9,NA,4.9,8,NA,0,0,0,0,0,0,1
"Pro urodov i lyudey",1998,97,NA,7,276,NA,0,0,0,1,0,0,0
"Problem Child",1990,81,NA,4,3168,NA,1,0,1,0,0,0,0
"Problem Child 2",1991,90,NA,3,3575,NA,0,0,1,0,0,0,0
"Problem Pappy",1941,6,NA,6.7,5,NA,0,1,1,0,0,0,1
"Problem with Fear, A",2003,92,NA,5.5,124,NA,0,0,1,0,0,0,0
"Procedure 769: Witnesses to an Execution",1995,85,NA,6.8,17,NA,0,0,0,0,1,0,0
"Process",2004,93,NA,7.2,47,NA,0,0,0,0,0,0,0
"Process of Creative Deception, The",2001,106,NA,6,5,NA,0,0,0,0,0,0,0
"Process, The",1998,90,NA,2,17,"R",0,0,0,0,0,0,0
"Processen",2003,14,NA,8.1,17,NA,0,0,0,0,1,0,1
"Processo do Rei, O",1990,91,NA,6.5,9,NA,0,0,0,1,0,0,0
"Procter",2002,18,NA,5.9,15,NA,0,0,0,0,0,0,1
"Procuradas",2004,90,NA,4.8,5,NA,0,0,0,0,0,0,0
"Prode Anselmo e il suo scudiero, Il",1972,98,NA,6.8,5,NA,0,0,1,0,0,0,0
"Prodigal Son, The",1995,29,NA,5.1,5,NA,0,0,0,0,0,0,1
"Prodigal, The",1955,114,5000000,5.2,62,NA,0,0,0,1,0,0,0
"Prodigy, The",1999,104,NA,5.2,21,NA,0,0,0,1,0,0,0
"Prodigy, The",2004,120,NA,9.5,53,NA,0,0,0,0,0,0,0
"Producers, The",1968,88,941000,7.8,8142,NA,0,0,1,0,0,0,0
"Proefkonijnen, De",1979,88,NA,5.7,7,NA,0,0,0,1,0,0,0
"Profe, El",1971,120,NA,6.8,34,NA,0,0,1,1,0,0,0
"Profesionalac",2003,104,NA,7.7,124,NA,0,0,1,1,0,0,0
"Profesor Punk, El",1988,88,NA,2.5,6,NA,0,0,1,0,0,0,0
"Profesor hippie, El",1969,91,NA,5.3,6,NA,0,0,1,0,0,0,0
"Professional Affair",1996,92,NA,1.3,19,NA,0,0,0,0,0,0,0
"Professional Courtesy",2003,27,30000,8,5,NA,0,0,0,0,0,0,1
"Professional Soldier",1935,75,NA,5.4,11,NA,0,0,0,0,0,0,0
"Professional Sweetheart",1933,73,NA,5.7,36,NA,0,0,1,0,0,1,0
"Professionals, The",1966,117,NA,7.4,1125,"PG-13",0,0,0,0,0,0,0
"Professione: reporter",1975,119,NA,7.3,864,NA,0,0,0,1,0,0,0
"Professionnel, Le",1981,109,NA,7.4,993,NA,1,0,0,0,0,0,0
"Professor Beware",1938,95,820000,7.2,25,NA,0,0,1,0,0,0,0
"Professor Columbus",1968,93,NA,9.1,7,NA,0,0,1,0,0,0,0
"Professor Kranz tedesco di Germania",1978,113,NA,6.3,11,NA,0,0,1,0,0,0,0
"Professor Tom",1948,8,NA,6.5,33,NA,0,1,1,0,0,0,1
"Professor, The",1919,7,1000,6.6,13,NA,0,0,1,0,0,0,1
"Professori Masa",1950,82,NA,6.7,9,NA,0,0,1,0,0,0,0
"Professori Uuno D.G. Turhapuro",1975,86,NA,5.6,85,NA,0,0,1,0,0,0,0
"Profeta Mimi, El",1973,90,NA,6,8,NA,0,0,0,1,0,0,0
"Profeta da Fome, O",1970,93,NA,3.4,5,NA,0,0,0,0,0,0,0
"Profeta, Il",1968,100,NA,5.3,31,NA,0,0,1,0,0,0,0
"Profil bas",1993,106,NA,5.5,54,NA,1,0,0,0,0,0,0
"Profile for Murder",1996,95,NA,4.7,76,"R",0,0,0,1,0,0,0
"Profile of Black Narcissus, A",2000,24,NA,9,6,NA,0,0,0,0,0,0,1
"Profiles in Science",2002,5,NA,8.4,13,NA,0,1,1,0,0,0,1
"Profils paysans: l'approche",2001,88,NA,6.7,8,NA,0,0,0,0,1,0,0
"Profils paysans: le quotidien",2005,83,NA,5.6,7,NA,0,0,0,0,1,0,0
"Profit & Nothing But! Or Impolite Thoughts On the Class Struggle",2002,52,NA,7,5,NA,0,0,0,0,0,0,0
"Profit, The",2001,128,NA,2.5,18,NA,0,0,0,0,0,0,0
"Profondo rosso",1975,98,NA,7.4,2242,NA,0,0,0,0,0,0,0
"Profumo",1987,93,NA,6.1,24,NA,0,0,0,1,0,0,0
"Profumo della signora in nero, Il",1974,101,NA,6.6,50,NA,0,0,0,0,0,0,0
"Profumo di donna",1974,103,NA,7.5,287,NA,0,0,1,1,0,0,0
"Progeny",1998,99,2500000,4.2,291,"R",0,0,0,0,0,0,0
"Program, The",1993,112,NA,5.9,1512,NA,1,0,0,1,0,0,0
"Programmed to Kill",1987,91,NA,3.1,59,NA,1,0,0,0,0,0,0
"Progress Island U.S.A",1973,13,NA,1.9,13,NA,0,0,0,0,0,0,1
"Progulka",2003,90,NA,7.1,118,NA,0,0,0,1,0,1,0
"Proie pour l'ombre, La",1960,95,NA,6,5,NA,0,0,0,0,0,0,0
"Proini peripolos",1987,108,NA,8,24,NA,0,0,0,0,0,0,0
"Project Grizzly",1996,72,NA,7.1,126,NA,0,0,0,0,1,0,0
"Project Moon Base",1953,63,NA,3.1,81,NA,0,0,0,0,0,0,0
"Project Redlight",2002,5,NA,5.5,7,NA,0,0,1,0,0,0,1
"Project Shadowchaser II",1994,94,NA,2.9,59,NA,1,0,0,0,0,0,0
"Project Shadowchaser III",1995,99,NA,2.8,71,"R",0,0,0,0,0,0,0
"Project Vampire",1993,88,NA,2.7,26,NA,0,0,0,0,0,0,0
"Project Viper",2002,85,NA,3.2,145,"R",0,0,0,0,0,0,0
"Project X",1968,97,NA,5.3,75,NA,0,0,0,0,0,0,0
"Project X",1987,108,NA,5.9,1870,NA,0,0,1,1,0,0,0
"Project: Assassin",1997,89,NA,2.4,15,NA,0,0,0,0,0,0,0
"Project: Kill",1976,90,NA,3.8,43,NA,1,0,0,1,0,0,0
"Project: Metalbeast",1995,92,NA,3.6,115,NA,0,0,0,1,0,0,0
"Project: Valkyrie",2002,83,NA,5.3,17,NA,0,0,0,0,0,0,0
"Projected Man, The",1967,77,NA,3.1,163,NA,0,0,0,0,0,0,0
"Projectionist, The",1971,88,NA,4.7,52,NA,0,0,1,1,0,0,0
"Projectionist, The",2002,14,NA,6.3,19,NA,0,1,0,0,0,0,1
"Prokhindiada, ili beg na meste",1984,89,NA,5.7,5,NA,0,0,1,0,0,0,0
"Prologue: The Artist Who Did Not Want to Paint",1965,13,NA,6.4,6,NA,0,0,0,0,1,0,1
"Prom Fight: The Marc Hall Story",2002,60,NA,6.7,19,NA,0,0,0,0,1,0,0
"Prom Girls",1988,70,NA,6.3,5,NA,0,0,0,0,0,0,0
"Prom Night",1980,80,NA,4.6,1089,NA,0,0,0,1,0,1,0
"Prom Night III: The Last Kiss",1989,97,NA,3,187,NA,0,0,0,0,0,0,0
"Prom Night IV: Deliver Us from Evil",1992,115,NA,2.9,150,NA,0,0,0,0,0,0,0
"Prom Queen, The",2000,18,NA,5.4,5,NA,0,0,0,1,0,0,1
"Promeneur du champ de Mars, Le",2005,117,NA,6.9,86,NA,0,0,0,1,0,0,0
"Promenons-nous dans les bois",2000,90,NA,4,661,"R",0,0,0,0,0,0,0
"Promesa, La",2004,104,NA,4.5,16,NA,0,0,0,0,0,0,0
"Promesse, La",1996,94,NA,7.6,712,NA,0,0,0,1,0,0,0
"Promethean, The",2003,12,NA,9,8,NA,0,0,0,0,0,0,1
"Promise Her Anything",1965,98,NA,5.3,89,NA,0,0,1,0,0,1,0
"Promise at Dawn",1970,102,NA,5,16,NA,0,0,0,1,0,0,0
"Promise of Bed, A",1969,85,NA,1.6,11,NA,0,0,1,0,0,0,0
"Promise, The",1979,97,NA,4.8,112,NA,0,0,0,1,0,0,0
"Promise, The",1997,22,NA,2.3,16,NA,0,0,0,0,0,0,1
"Promised Land",1987,102,NA,5.5,291,NA,0,0,0,1,0,0,0
"Promised Land",2002,100,NA,5.7,97,NA,0,0,0,1,0,0,0
